Bahrain,50.562,26.019,"MULTIPOLYGON(((50.812492000000134 25.642220000000066 ,50.792496000000142 25.641941000000031 ,50.783332999999971 25.653889000000106 ,50.782218999999998 25.659443000000067 ,50.786941999999954 25.662219999999991 ,50.816109000000097 25.654442000000017 ,50.821388000000070 25.651943000000017 ,50.822495000000004 25.646385000000066 ,50.818604000000107 25.643055000000004 ,50.812492000000134 25.642220000000066 )),((50.813332000000003 25.678608000000054 ,50.807777000000101 25.676666000000125 ,50.804161000000022 25.680553000000032 ,50.804443000000106 25.685833000000116 ,50.807777000000101 25.689720000000023 ,50.814437999999996 25.683331000000010 ,50.813332000000003 25.678608000000054 )),((50.761940000000038 25.595276000000069 ,50.771942000000024 25.571941000000038 ,50.751938000000052 25.581944000000078 ,50.744720000000086 25.589443000000074 ,50.742493000000024 25.600555000000043 ,50.741661000000079 25.669997999999964 ,50.741661000000079 25.683052000000032 ,50.746109000000047 25.693054000000018 ,50.749443000000042 25.697220000000073 ,50.764160000000061 25.711387999999943 ,50.773604999999918 25.716389000000049 ,50.792770000000075 25.726387000000045 ,50.796660999999972 25.728333000000077 ,50.796387000000038 25.713886000000059 ,50.790833000000021 25.687222000000077 ,50.774437000000034 25.681942000000049 ,50.769165000000100 25.681664000000126 ,50.763611000000083 25.654999000000089 ,50.760826000000066 25.600830000000030 ,50.761940000000038 25.595276000000069 )),((50.769722000000002 25.746944000000042 ,50.763329000000056 25.745830999999953 ,50.760551000000021 25.750274999999988 ,50.764717000000132 25.754719000000136 ,50.769996999999989 25.752498999999943 ,50.769722000000002 25.746944000000042 )),((50.532219000000055 26.234444000000053 ,50.547325000000058 26.226926999999989 ,50.577774000000034 26.238330999999960 ,50.584160000000111 26.239440999999999 ,50.589439000000084 26.238330999999960 ,50.592216000000008 26.234165000000075 ,50.608330000000137 26.209164000000044 ,50.610275000000115 26.204166000000043 ,50.604996000000142 26.194999999999993 ,50.601105000000075 26.191665999999998 ,50.594718999999998 26.190552000000025 ,50.555164000000104 26.194104999999979 ,50.554161000000079 26.191387000000020 ,50.568886000000020 26.170554999999979 ,50.593048000000124 26.150831000000096 ,50.605553000000043 26.141109000000029 ,50.613052000000039 26.127777000000037 ,50.616104000000121 26.117221999999970 ,50.616943000000106 26.104721000000040 ,50.614899000000094 26.090616000000011 ,50.618332000000066 26.056389000000138 ,50.619720000000029 25.980831000000137 ,50.618607000000111 25.966942000000074 ,50.607498000000021 25.862778000000048 ,50.602492999999981 25.845833000000084 ,50.597221000000047 25.836665999999923 ,50.590828000000101 25.828609000000142 ,50.573330000000055 25.809722999999963 ,50.555275000000051 25.811942999999985 ,50.468886999999995 25.945000000000050 ,50.463882000000126 25.954166000000100 ,50.461662000000103 25.965275000000020 ,50.462494000000049 25.978333000000021 ,50.466110000000072 25.989166000000012 ,50.476662000000090 26.008053000000075 ,50.485550000000046 26.028053000000057 ,50.489998000000014 26.038330000000030 ,50.491661000000136 26.051388000000031 ,50.486106999999947 26.073055000000068 ,50.481941000000063 26.082774999999970 ,50.469444000000067 26.111664000000019 ,50.454647000000023 26.198131999999930 ,50.453049000000135 26.208054000000061 ,50.453606000000036 26.214995999999985 ,50.458885000000009 26.224442000000124 ,50.465553000000000 26.232220000000098 ,50.469444000000067 26.235554000000093 ,50.474998000000085 26.237220999999977 ,50.499981000000048 26.239783999999929 ,50.507500000000050 26.240554999999972 ,50.514160000000118 26.239440999999999 ,50.532219000000055 26.234444000000053 )),((50.653610000000072 26.247497999999950 ,50.650551000000121 26.244720000000143 ,50.616104000000121 26.246108999999990 ,50.609993000000031 26.247776000000044 ,50.603607000000125 26.255554000000018 ,50.603333000000021 26.261665000000107 ,50.604439000000070 26.267776000000026 ,50.609718000000044 26.277221999999995 ,50.612778000000105 26.281109000000072 ,50.627220000000079 26.288887000000045 ,50.640548999999965 26.281944000000067 ,50.650276000000133 26.275832999999977 ,50.653885000000116 26.272221000000059 ,50.655830000000094 26.267220000000009 ,50.654999000000089 26.253609000000040 ,50.653610000000072 26.247497999999950 )))"
Barbados,-59.559,13.153,"MULTIPOLYGON(((-59.533057999999997 13.050554000000000 ,-59.543334999999999 13.067499000000000 ,-59.547500999999997 13.070555000000001 ,-59.571114000000001 13.075832000000000 ,-59.603340000000003 13.080000000000000 ,-59.607779999999998 13.082499000000000 ,-59.611389000000003 13.085832999999999 ,-59.625557000000001 13.099722000000000 ,-59.628616000000001 13.103332999999999 ,-59.642226999999998 13.143610000000001 ,-59.643332999999998 13.149165999999999 ,-59.659447000000000 13.287777000000000 ,-59.658340000000003 13.299166000000000 ,-59.653061000000001 13.315554000000001 ,-59.650841000000000 13.320276000000000 ,-59.644730000000003 13.328054000000000 ,-59.641112999999997 13.331388000000000 ,-59.631110999999997 13.334999000000000 ,-59.619728000000002 13.337221000000000 ,-59.612502999999997 13.336943000000000 ,-59.595840000000003 13.331944000000000 ,-59.591118000000002 13.329720999999999 ,-59.573616000000001 13.299166000000000 ,-59.569450000000003 13.290277000000000 ,-59.566116000000001 13.279722000000000 ,-59.565285000000003 13.274165999999999 ,-59.559448000000003 13.259442999999999 ,-59.554451000000000 13.251110000000001 ,-59.551673999999998 13.246943999999999 ,-59.545006000000001 13.239720999999999 ,-59.521118000000001 13.214442999999999 ,-59.513061999999998 13.208610999999999 ,-59.479446000000003 13.185833000000001 ,-59.470001000000003 13.181110000000000 ,-59.463614999999997 13.180277000000000 ,-59.442222999999998 13.173054000000000 ,-59.437500000000000 13.170832000000001 ,-59.429169000000002 13.164999000000000 ,-59.426949000000000 13.153888999999999 ,-59.427222999999998 13.146944000000000 ,-59.430283000000003 13.135277000000000 ,-59.439444999999999 13.116664999999999 ,-59.444724999999998 13.108055000000000 ,-59.450279000000002 13.099443000000001 ,-59.456673000000002 13.092222000000000 ,-59.464447000000000 13.085554000000000 ,-59.500000000000000 13.059443999999999 ,-59.510283999999999 13.054997999999999 ,-59.533057999999997 13.050554000000000 )))"
Bermuda,-64.709,32.336,"MULTIPOLYGON(((-64.855835000000013 32.278610000000128 ,-64.861114999999984 32.276381999999955 ,-64.873062000000004 32.276939000000027 ,-64.875564999999995 32.281386999999995 ,-64.876114000000030 32.286942000000124 ,-64.874451000000022 32.293052999999986 ,-64.853621999999916 32.308883999999978 ,-64.844451999999990 32.314720000000023 ,-64.838057999999933 32.314163000000121 ,-64.838897999999972 32.308608999999933 ,-64.848815999999999 32.302727000000004 ,-64.858840999999927 32.296298999999976 ,-64.861488000000008 32.287975000000131 ,-64.852782999999988 32.281662000000040 ,-64.855835000000013 32.278610000000128 )),((-64.643341000000021 32.354439000000127 ,-64.650557999999933 32.354439000000127 ,-64.656113000000005 32.355827000000033 ,-64.682509999999979 32.356667000000073 ,-64.685836999999935 32.357216000000051 ,-64.666397000000018 32.367218000000037 ,-64.655288999999925 32.370827000000020 ,-64.647231999999974 32.369720000000086 ,-64.642791999999986 32.366661000000136 ,-64.639450000000011 32.362777999999992 ,-64.638625999999988 32.357216000000051 ,-64.643341000000021 32.354439000000127 )),((-64.783339999999953 32.270554000000061 ,-64.803344999999979 32.262497000000053 ,-64.823058999999944 32.260551000000021 ,-64.846732999999972 32.262447000000009 ,-64.858269000000007 32.266795999999943 ,-64.857894999999985 32.270767000000092 ,-64.845786999999973 32.272282000000018 ,-64.833304999999939 32.268497000000025 ,-64.811942999999928 32.271713000000034 ,-64.784728999999970 32.278610000000128 ,-64.780013999999994 32.281662000000040 ,-64.777335999999934 32.286652000000061 ,-64.788299999999992 32.296676999999988 ,-64.747787000000017 32.312218000000144 ,-64.718338000000017 32.340271000000087 ,-64.696395999999993 32.371384000000091 ,-64.692504999999983 32.374992000000020 ,-64.683623999999952 32.380829000000006 ,-64.677779999999927 32.382217000000082 ,-64.671676999999988 32.379997000000060 ,-64.674178999999981 32.374992000000020 ,-64.687133999999958 32.367588000000069 ,-64.696204999999964 32.359837000000027 ,-64.699798999999985 32.349056000000076 ,-64.698623999999938 32.343605000000082 ,-64.692429000000004 32.335442000000057 ,-64.694695000000024 32.330146999999954 ,-64.706230000000005 32.327499000000103 ,-64.721389999999928 32.320274000000040 ,-64.748900999999989 32.295273000000009 ,-64.761123999999938 32.284996000000035 ,-64.770003999999915 32.279159999999990 ,-64.783339999999953 32.270554000000061 )))"
